Review Title,Review Date,Review Content,User Rating
" Bland storytelling and acting
",2024-06-21,I hardly write reviews. I hope Disney sees this and steps it up. The acting and story telling feels bland and boring. Feels very scripted. Who is writing or directing this?I wanted to give it a chance after the first episode. The episodes are also short at 25-27 minutes. Definitely needs to be at least 40 minutes to tell more story. Too much filler content and it's very forgettable.I understand it's deviated from the main storyline but there was potential and whoever directed this did not see the right vision for the show.I'll continue watching simply because I am a Star Wars fan. I don't think a second season of this show is necessary.,1.0
" Solid Show
",2024-06-25,"I love the slow build and pacing the format allows. Characters are getting development and I love the flashbacks. It is interesting to see the Jedi as potential antagonists and I cannot wait to see who Mae and Osha become. Sol's attachment to Osha is most likely the explanation for the strict code the Jedi follow in the prequels. Also, I'm curious as to the Sith's identity. I would be satisfied if it was a nobody or had connections to Plagueis. The fight choreography is also well done. Star Wars has always been an escape and it is interesting to see the galaxy in live action before the events of The Phantom Menace. As of this review, I've only seen the first 4 episodes, but so far it's great.",10.0
" I don't understand the negative reviews...
",2024-06-15,"The new Star Wars movies are indeed a disaster and deserve a 1/10. However, this series seems good enough to be considered ""average."" It's much better than the Obi-Wan series, in fact, and much better than the Jango Fett one.I think many people have given it a bad review simply because of the appearance of the witches, making an obvious reference to the ones from Dathomir, but I don't see what the problem is with that.Yes, it's true, the good twin, bad twin trope is a bit overused, some dialogues aren't well-written, and there are scenes that seem straight out of a Sam Raimi series, but... to give it 1 star or 2 or 3 at most? That seems excessive, exaggerated, and overblown to me.I don't understand where the objectivity in these reviews comes from. I think it deserves a 6 for now.",7.0
" this is a catastrophe
",2024-06-13,"I had high hopes for ""The Acolyte,"" but unfortunately, it fell short in almost every aspect. The production quality is mediocre at best, failing to capture the magic and grandeur typically associated with Disney series. The dialogues are so poorly written that they insult the intelligence of the audience. Even a moron would find them cringeworthy and uninspired.The heroine's character is particularly frustrating. Her actions and decisions are nonsensical, making it difficult to root for her or even stay engaged with her story. Overall, ""The Acolyte"" is a huge letdown and a waste of time. I expected so much more from Disney.",1.0
" SIMPLE... The shows terrible.
",2024-06-18,"It's not just that the writing is terrible and the fact that they threw the canon story to the dumpster.I'm a huge fan of STAR WARS since always but with this series they are showing how bad things are rn in SW and Disney.If it wasn't part of SW could be something good like a musical or anything else, cause they spend so much time trying to do,something different that goes out of what star wars means. Not just to me but to the fandom.And to make things worse there's a lot of attacks from the company and creators towards fans. How is this tolerated by people? We just want to watch our favourite story, a story that began with George Lucas.If they want to write a nice show they could start by hiring people that actually cares about it.Watched the first 3 episodes, not gonna watch the rest.",1.0
" A Huge Let-Down
",2024-06-08,"After exciting, original, and worthwhile series like the Mandalorian, Book of Boba Fett, and Ahsoka, I had high-hopes for this series. The first episode felt like it had some promise, with an average fight-scene near the beginning, but the show struggled to engage.The characters where for the most part not memorable at all, and there felt as though there was very little chemistry between them. Lots of the interactions came across as forced, and a lot of the lines were delivered quite poorly.In terms of the story, it doesn't feel part of anything significant, unlike the Mandalorian, for example. It is just a bit underwhelming and doesn't seem to fit in with the rest of the Star Wars series.",2.0
" Dull and un engaging
",2024-06-05,"Pros: the sets and costumes look excellent. The setting overall is fine and most of the casting could have worked. I particularly liked Carrie Ann Moss, even though her portion is a Matrix ripoff, Trinity is a very Jedi like character and could have been cut and pasted in effective into a better plot.Cons: there's no story here. This reeks of another project that was greenlit on a premise without a finished script or even creative inspiration. Back of the DVD summery level plots are all you get. Characters are dull and redundant. The actors deserved a better script than this. Nobody in lucasfilm seems to understand what makes a well written hero, most everyone is stoic again and they can't even do stoicism correct. It doesn't work if eveyone stoic, it's just boring.",1.0
" This is not the Star Wars you're looking for
",2024-06-05,"What is this? Because this is definitely not Star Wars.First episode and fight actually feels like watching a bad scene from the Matrix. Not only was the fighting style similar but you also get to see some Wire-Fu.This shown is a complete mess, that even the clothes feel completely wrong. These High Republic clothes definitely do not look good on the screen, and the characters... There's not a single one that can be saved.Sol is constantly contradicting himself, and for a so called Jedi Master he definitely doesn't know much about the Force.It's like watching the fight with Indara. Halfway you already know how it's going to end and why it's going to end that way.Yord is just insufferable to watch or hear him speak, or do anything really. And for the show to try and pass him off as a Knight when he clearly doesn't look the age and definitely doesn't have the knowledge. And the way he questions Sol... For much less Anakin, Ahsoka, and Luke were scold about their lack of knowledge and experience.Jecki Lon you'd figure she's the actual Knight seeing she acts as if she is, when she's just a Padawan. And none of the actual masters put them in their place.As for dear Amandla Stenberg, she would actually be a good addition if her characters were worth anything.On one side you got a character that's overreaching, bland and sometimes cringe. And on the other side a character that feels too naive considering what is her past and life.Absolutely nothing in this show is worth anything not even the clothes. Those white capes or whatever, look ridiculous. They actually change clothes for no reason at all.And the story... Good luck finding one. It's all so predictable, so bland, so cliche, that any kid with an average creative mind could come up with something better.This show isn't Star Wars. So if you came looking for Star Wars you'll only find its poor comatose 3rd degree cousin.",2.0
" So many lore-errors
",2024-06-21,"The show is written by someone that is incompetent in understanding Star Wars lore.Episode 3: The witches find a magical way to create force-sensitive humans out of thin air, with no imperfections, long before the cloning process on Kamino with the kaminoans was discovered, and long before Palpatine, the person with the most funding within the Star Wars. Palpatine couldn't even achieve cloning force-sensitive children that didn't have neurological issues, but somehow these two random witches made them.Episode 4:
The lack of objective in this episode is astonishing. One of the main characters, May, suddenly changes her mind about wanting to kill Jedi, after she has been training for this moment for 13 years.Ki-Adi-Mundi, the jedi, was not even born until over two centuries later, and he was still featured in this episode. It would have taken a single google search to fix this issue, to find out that Ki-adi-mundi was not yet alive during the timeline of this episode, however he was simply because it seemed to fit the episode, willy-nilly.The writer of this show has no experience with star wars lore, as well as many of the actors within it.",1.0
" Its not as bad as people say it is, its worst
",2024-06-25,"I love a good female lead. I even had love for Rey, which seems like a highly unpopular opinion nowadays. But christ, as far as bland and uninspiring goes, this is it. The budget alone makes you cringe about how bad it looks. Sure, there ARE a few key moments that look really sharp and the fight choregraphies are pretty nice, but it sadly all so seems nice because of what it is being compared to, which is everything else in the show and its S**T. A steaming, fresh pile of it, on the scope of that sick dinosaur in the first Jurassic Park.I dont care that the producer made inept comments about C3P0 amd R2 being gendered, and whatever other stupid **** the cast said in interviews, those are bad but not something to judge the show itself on. The. Show. Is. Bad.They had SW Visions where several writers were brought up to do original animated shorts and let me tell you, pick your least favorite story out of the bunch, give Acolyte to the team behind it and that would still come lightyears (ahah) ahead of what we have now.Filoni and Favreau are either drinking bourbon and having a laugh, or banging their heads against a wall of nails because of how hard they are gonna have to work to heal the damage done here.",2.0
" New and Great Perspective on Star Wars
",2024-06-15,"Three episodes in, and this show is beautiful. The set design and costumes are well done and immersive, there are so many details to pick out. The acting is fantastic and believable. The pacing is a little jarring sometimes but overall easy to understand and interesting. The plot grabs you from the start! The costume design is especially striking. It is thought out and detailed and gives you a view into who the character is before they even say a line. It does deviate from canon but only occasionally and largely unnoticeably, and besides, what show doesn't?Nice to see a different take on Star Wars. A breath of fresh air! It doesn't have the male gaze of the original trilogy. It is so nice to see characters that are diverse and well developed in a large series like Star Wars. Additionally, I do not understand the bad reviews this show is getting. It is very well done and very much needed in the Star Wars universe. I love it so far.",9.0
" And here I thought this was going to be the worst SW show ever...
",2024-06-13,"I watched the two first episodes just out of morbid curiosity, given the low ratings.Wanted to see where Disney screwed up this time.I kept expecting to see the scene(s) that would justify the low ratings, but never came.So what's bad about this show?Sure, there's rather lame Matrix kung fu, I found it quaint, but I won't sentence the entire show because of it.Why not?Well, I still remember the first SW lightsaber duel ever, between Alec Guinness and David Prowse... even this lame Matrix kung fu is orders of magnitude better than whatever that was.Btw, for those who complain about martial arts being introduced in SW, you're 25 years late.Ray Park (Darth Maul) started the trend in Episode I.Along with Liam and Ewan, Ray performed the best lightsaber duel in the whole franchise, and I'm guessing that he was also the one who suggested the idea of the light bo (double-bladed lightsaber), we can't thank him enough for that.Anyway, aside from the lame Matrix kung fu, there's also the typical SW nonsense, like fires getting started in the vacuum of space, ships traveling at constant speed, general disregard for orbital mechanics, etc... but SW has always been like this, it's absurd to single out the show over this stuff.What else is bad?Let's see...there are also some lame / cringey dialogues... but, again, this is SW, I dare you to name a SW movie/show that has none of these.I also see people complaining about the cast and the acting.First off, Carrie-Anne Moss is a very fitting choice for a jedi master role, I'm hoping that we'll get to see more of Indara.As for Lee Jung-jae, I didn't know him before, but, so far, I'm liking master Sol quite a lot, we'll see how it goes.As for Charlie Barnett, seems to me that they asked him to play an inexperienced and hot-headed young jedi, he's doing just that.As for Amandla Stenberg, she has to play two main characters, be a martial arts expert and also be the face of the show.Lots of responsibility, the salty spotlight is on her, she needs to be brilliant in order to avoid being crucified.Problem is that one of her characters is poorly written and the jury is still out on the other... hard to shine under such circumstances..As for Dafne Keen, we'll see whether her character has depth or it's mostly supporting / cosmetic.As for the plot, I find it interesting enough to keep me engaged so far, we'll see how long it lasts.Finally, I think that judging a show when only a few episodes have been aired is ridiculous..Is this show as good as Andor? Nope.Is this a bad SW show? I think it's somewhere between average and decent.",7.0
" Watched the first episode not for me...
",2024-06-20,I have been a life long scifi fan. I can still remember the first time I watched the star wars movies and my cousin and I were Jedi after that for years or at least we were in our minds. I have played all the SW's games however this show was a slap in the face for so many reasons. Now I dont want to nerd out to much here. But the show undoes exististing star wars lore thats all I feel like saying about that because I dont want to nerd out here... I watched the first episode to give the show a chance but after watching the interviews by cast and crew I will pass. So I will be giving this show 1 out of 10 based on the content found in episode 1 and from the interviews of the cast and crew.,1.0
" Cheap Knock-off, This Is Not Star Wars..,.
",2024-06-08,"The first episode just stinks. Bad acting, crappy CGI, weak plot, and the sets and lighting don't look right, it doesn't look believable. After hearing about this series for several years I thought for sure that Disney would hit a home run with it. They've had years to get a good script put together and to rework the plot to turn out a good product. Well, that's not this show and instead, the first two episodes feel like a Star Wars knock-off. The opening fight scene used more of a slow motion Kung-fu fight style where the actors gracefully slide and take strange leaps all over that seem too exaggerated for a Jedi at times. That's just not Star Wars. All the Jedi dress the same and they act more like weird monks, so how did that turn into the Star Wars that we know 100 years later. Disney spent a lot of money to buy the rights to Star Wars and Lucasfilm, so they could make this??? C'mon Disney I'm a big Star Wars fan but this is a joke.",3.0
" Wow this is a new low
",2024-06-12,"How on earth did this get put out, do Disney not have viewing forums anymore? As it stands in my mind this could be the biggest load of drivel that Disney have put out right along with Snow White.I always watch everything with an open mind and know that all things cannot stand still in time. Successful franchise stories either have to either move forward or backwards in time for content. After three episodes I cannot see where this goes, you cannot blame the actors for dire storylines and script. Where Disney goes from here is anyone's guess, but unless they get a grip they will certainly be having more loses. Hopefully I can come back and update my review but it's not looking good at this moment in time. It will take a massive change in direction but by the look so far that will not happen unless new script writers took over, which is doubtful.",2.0
" Not a good series
",2024-06-07,All the characters have less charisma than a stormtrooper. That's how bad it is. You're better off with just watching The Mandalorian again and again. It's either the fault of the casting team or the screenplay writers. It's just not engaging enough. I got bored after watching 10 minutes of the first episode and had to force myself to finish it. Now I'm not sure I want to start watching the second episode.To watch all these actors playing as jedi characters without any charisma is truly painful. The jedis were less charismatic and less engaging than Jar Jar Binks. Don't waste your time with this one.,2.0
" Pandaverse expanded.
",2024-06-23,"I'm not mad or surprised by how bad this show is. Once you accept you are not the intended audience and enjoy the train wreck as it unfolds it can be quite the unintentional comedy. Andor, Rogue One, and the early seasons of The Mandalorian.this is not. For comparison Book of Boba Fett was much better. The show may redeem itself in the following episodes before the finale but I doubt it. I grew up on Star Wars and I have many complaints about the prequel trilogy. Considering the amount of money poured into this show why did no one proof read the script. I do enjoy the Kung Fu fight scenes but couldn't a Jedi just blast you with a wall of air or something? You can't beat someone up if you can't touch them. I really hope the bad guys win in this show. The good guys are just that dumb, trust me.",2.0
" Mediocre story telling...
",2024-06-19,"SW directors should know SWs! This is a dumpster fire that instead of telling a story (even if its bad) it is just lecturing us...
K Kennedy, the director and everyone who has participated in this, should be fired and never again hired by Disney.It is like Disney hates people and wants its fans (the ones who spend money) to stop watching them.Four episodes of NOTHING, how did this was green lit is beyond me, and how after all of the Marvel flops, they keep making this us beyond comprehension.This is just a soapbox for the ""director / creator"" who belongs in a coffee shop ruining peoples breakfast.",2.0
" This is not Star Wars
",2024-06-13,"I'm really sorry to say that this is not good at all.First of all, the creators don't understand the force.It feels like they never understood the Star Wars at all.The story is weak.Acting is ok but it doesn't feels for real.More like theatre or staged in front of a giant green screen.This could work for some five year old kids that never seen Star Wars before...but I doubt it.I really tried to like this as a Star Wars fan.But it is really painful to see how Disney ruined the Star Wars franchise with this.Totally waste of time and money.You really got to have some kind of talent to be able to make such a bad version of Star Wars.It almost feels like they made it bad on purpose.So save your time and read an old newspaper instead.You will have more fun with that.",1.0
" A mistake that should have never been created
",2024-06-20,"This show was not made with fans or anyone who enjoys star wars in mind. The new development of ""the force"" does not match up with anything the movies or prior shows have made cannon.The creator and actors said they made this movie with the idea in mind to tick off star wars fan and they succeeded. This is by far the worst star wars project I have ever seen even worst than the rise of Skywalker, which I never thought was possible. Hopefully after this flop of a mistake disney will realize they have to take a little more time developing a thought provoking show, rather than throwing millions at a project and assuming it'll work because of the 2 billion dollar franchise they bought.",1.0
" The reviews don't do this show justice...
",2024-06-15,"I watched Rebels and The Clone Wars, there are a bunch of ideas that are borrowed from those two shows but made in live-action in this. There's simply nothing here that seem like the creators just winged it. Sure there's some cringey dialogue, but that stuff is an established thing in any and all Star Wars show/movie.What I like about the show is that it's not relying on the volume as much as The Mandalorian or Boba Fett. The sets look really good, the costumes look really good as well. The characters, while I was disappointed some didn't make it too far, are good. One standout, however, is Jung-Jae Lee. He really stands out from the rest of the cast, even though Amandla Stenberg is doing a great job as well.The visuals are really good, though I do wish they did better with the cinematography a lot of it feel very static and not very engaging. The cinematography during fight scenes in the first and second episode are pretty good though.What I think is happening with the reviews of this show is based on misinformation, a one-sided race war (where the ""attacked"" have made up their own war in their heads and they're now fighting a brick wall), or males that are just afraid of women behind the wheel, who knows.Sure, there are flaws of the show, but it's simply not as bad as a 4.6 rating.As someone who has watched every Star Wars show (live action and animated) as well as the movies, this is Star Wars. People here are overexagerating and blowing a whole lot of nothing out of proportion, to the point where it's an obsession. I highly recommend the show.",8.0
" It's good, not great, but I'm hopeful.
",2024-06-12,"It's not great, but it's definitely Star Wars. This tale is set 100 years before all those events we all know. And it's refreshingly different (which is ticking off a lot of purists). There are things to love here: different types of Force users, different species, kung fu, a mystery to solve. There are things to hate here: Star Wars physics (a fire extinguisher in space?), Star Wars fan services (""bad feelings"" ugh), and Star Wars-grade acting (*sigh*). The core of this is oddly VERY Star Wars: it's a cheesy, space opera fantasy roller coaster concerned with cool action, cinematic set pieces and feel-good YA emotional underdrama than SCIENCE and canon-building. The question Star Wars asks is, ""did you have fun?"". The answer after watching three episodes is a resounding ""yes"". Was it the BEST ride? No. But it was and is cool and it was and is DIFFERENT. For that alone I give applause.Solid 7 thus far. Totally watchable for folks who have gone too long in the SW ""safe zone"" but not quite edgy or tight enough to be thoroughly satisfying. Fact is, most of the SW universe stuff is worse than this so I'm having fun and looking forward to the rest of the episodes.",7.0
" The direction of Star Wars is unfortunately negative
",2024-06-20,"I went into this show with an open mind as I do with all the Star Wars shows and waited until I watched 4 episodes until reviewing. The show manages to throw in a lot of content that seems unnecessary but what garners my poor review is that in spite of having a show in the golden age of the Jedi, and a semblance of some plot, the show is entirely uninteresting. There is a vast amount of things you could do in time frames outside the films, especially before the prequels. And they managed to come up with a story that is so uninteresting I was looking at the time left on every episode. It's boring.",1.0
" Too bad
",2024-06-13,The worst by far Star Wars asset ...Scripting: Had you read the script before shooting???... No logic at all in several scenes ... No physics law ... The dialogs are more of an amateur's scriptwriter first movie than a Disney production...Directing: So so bad ... one of the examples: why somebody needs binoculars to watch the fight taking place beneath its balcony (S01E03)? Is it far from his view? But in the next scene he uses force push (or pull) on one of the participants ...Costumes: You could do better than this ...A star wars series turns to be a kung fu movie? You seem confused about what kind of movie you wanna show ...,2.0
" Boring
",2024-06-19,"Uninspired performances and lackluster writing fail to evoke any emotional connection, making the characters as forgettable as the storyline.The plot is a mess. Viewers are treated to a series of events that lack any real sense or purpose. The series portray the Jedi as inept, authoritarian aligned with current ideologies falls flat, mocking the franchise's lore rather than offering meaningful commentary. Anakin's significance is undermined in a move that seems more designed to attract media praise than serve the story.One of the most glaring issues is the series pacing. Scenes drag on far longer than necessary. Moments that should be tense or emotional fall flat due to lackluster writing and poor,wooden performances.",1.0
" Bad writing, even worse acting
",2024-06-19,"I can't believe how bad the acting is. When one of the main actors was supposed to be angry, my wife said as she was just passing through the room, ""She doesn't seem like she's mad."" When it's that obvious to someone who has watched 10 seconds of the show, you know it's got to be bad. The one bright spot is Lee Jung-jae: it's shocking how well he delivers such bad dialogue.Special effects are ok, but in episode 4, there is a ship landing on the tree-filled planet, and it looks so fake, like CGI from 15 years ago.Also, the characters lack chemistry. People who are supposed to know each other barely seem like they have a natural connection. Again, the bad acting doesn't help.I'll probably keep watching, cuz I'm a sucker for anything Star Wars, but I'm not hopeful that it's going to get any better.",3.0
" What was that?
",2024-06-14,"This show has to be the worst mash of malarkey ever conceived. It possesses all of the current day bile flowing from television and film. It seems the research done for this series, based on SW lore was ZERO. The Jedi (males in particular) seem to be a twisted group of idiots plodding along with no sense of identity. They are only there only to show how superior the female gender is. The writers and creators are more obsessed with making a statement than telling a coherent story. As far as the characters, they are all bland and I, for one, could care less if they were punctured by a light sabre, or disintegrated by Boba Fett. Come to think of it, that might be a more interesting story. I gave it a 3 simply because the special effects are pretty good. My advise, can the writing staff, and call Filoni.",3.0
" I don't mind the DEI stuff everyone's talking about...
",2024-06-14,But the writing just feels like an old teen show aimed at young teens. It feels lazy and just not Star Wars.This maybe feels like a mediocre show someone came up with and executives thought it would flop by itself so put it in the star wars universe in hopes in would gain traction.A good story and characters should be good enough to gain interest without needing to tie it into a big franchise. I hope future productions keep that in mind and stop exploiting the fantastic star wars legacy with anything they have left on the cutting room floor.I don't care about efforts to make something more inclusive if the show is just poor. Make something super inclusive but make sure it's a great show and people will watch regardless.Poor effort.,2.0
" Disney running this show into the ground
",2024-06-07,"I will always have a fond love for SW, prequels and original trilogy. But Disney has had one. ONE. Good Star Wars project (rogue one) and everything else has just been mediocre fan pleasing and now this. Even the last Jedi made up for poor story telling with some exciting moments. This is emotionless, awful, please Disney sell Star Wars or do something because this is not it. I yearn for the days of true emotion, true battles, character development. SW is silly now. I understand it's always been part of it but now it seems like the focus. I don't know if I'll ever love SW like I once did but I will try.",1.0
" Dramatic dementia and staged stupidity
",2024-06-12,"I rated the first two episodes, in which we were shown fire in space, neutrally and with restraint, but the third series was released, and in this series the creators pile up so much unpretentious nonsense that reflects the creative decline and propaganda surrealism of binary categories and objectifications, typical biopolitics and identity spectra, which are not something to understand, but to contemplate and listen to is disgusting. The boundaries between good and evil, it turns out, do not exist. The Jedi are not so right, and evil is a necessary counterweight, and it's not even that the Jedi can be wrong, but in the very context of the statement, in which you yourself determine what is right and wrong for you, but even here there are no clear boundaries - everything is allowed, if not forbidden.Let's remember what Master Yoda said in George Lucas's first film: ""Fear the dark force. Anger, fear, aggression - the dark side of the force is this. They come easily, give support in battle. Once you enter the dark path, it will determine your fate forever, it will consume you...""
But it doesn't matter to the ""mouse top managers"", they have their own licensed universe, protected by purchased authorship, and they are the masters in it, and they do whatever they want.The third series is just the apogee of dramatic mediocrity. Religion, shamanism, magic, matriarchal society, the threads of the universe - everything is mixed up, everything is upside down - ""what are they carrying"" - I would like to ask them such a question.Space Amazons who call themselves witches, raise twin girls for some kind of mission, wave their hands with a serious face - conjure, recite spells - what is going on here at all?The Jedi appear and demand that the girls pass the test. And it's kind of voluntary, but forced - what kind of nonsense is this?A little twin sister, with an impulsive behavior disorder, is doing some kind of ""game"". Leslie Hadland presents a little sociopathic rebel from her inflamed mind and masks all this nonsense with fantastic decorations, just to justify the development of an absurd conflict. Who came up with all this? What for? For what?I would like to ask the screenwriters a question: ""Have you been checked by a psychiatrist for a long time? Should you go for a checkup?""In my first review of this series, I was more supportive, and said: ""But there are fears that the absurdity of actions will gain momentum - this usually happens after episode 2, but let's hope for the best.""
My fears have been confirmed, the absurdity is simply off the scale. Now I understand why Kerri-Anne Moss chose a cameo role, and she did the right thing!And all these plot absurdities of the first two episodes: with fire in space, with frost that does not freeze, with suicide Jedi - this is only the visible part of all this ""gibberish"" that is in the head of the screenwriter.The series saves not only on special effects, but also on common sense and artistic creativity. I have not seen such scenic mediocrity and staged stupidity for a long time.In my opinion, this film show should be closed on the third episode, so that it is simple, banal not to disgrace itself in the eyes of the audience and not discredit the studio.",2.0
" The OG Movies Were Hated Too
",2024-06-08,"What, truly, is a ""Star Wars fan?"" When ""The Empire Strikes Back"" was released in 1980, it was savaged by indignant ""Star Wars fans."" What was Han doing with Leia?! She was Luke's girlfriend? How could the Millennium Falcon travel between planets without Hyperdrive?! How could they end on with a cliffhanger?! Likewise with ""The Return of the Jedi."" How could teddy bears defeat the Empire?!Don't get me started on the prequels! Jar Jar, Hayden Christensen, and George Lucas buggered my childhood!So gentle readers, haters have always existed in Star Wars fandom; your mileage may vary. I, for one, have enjoyed the TWO episodes aired so far.",8.0
" Ignore the hate, A solid 7 at least
",2024-06-23,"Having watched the first four episodes, I find myself perplexed by the widespread criticism this series has garnered. While it may not reach the pinnacle set by acclaimed shows like Mandalorian or Andor, it undeniably holds its own as an engaging watch. I encourage you to approach it with an open mind and judge it on its own merits.The storyline is a welcome departure from the usual narratives we've grown accustomed to.So, dismiss any preconceived notions and dive into the series with curiosity. Allow yourself to immerse in its narrative and appreciate the effort to expand the Star Wars mythos. After all, exploring different facets of familiar themes is part of what makes this saga so enduring and beloved.",7.0
" Retcons upon retcons
",2024-06-13,"What to say, the quality of the Star Wars I. P has been on a downward trend for quite some time, with the exception of Andor. The writing reminds me of the latest Indiana Jones movie that was released last year. It lacks complexity, depth and is straight up amateur.All of the retcons are exacerbated by terrible directing and writing. It's amusing, Disney shareholders voted to keep the same personnel in charge despite the internal metrics not being so hot. Perhaps, Disney hasn't learned their lesson.That said, I don't think Star Wars can be saved unless a reorg of all upper management is done OR George Lucas rebuys the rights.",1.0
" Another disappointment
",2024-06-07,"I was hoping I would like this. I used to be a big Star Wars fan. I loved games like KOTOR or SWG so was happy to see a different era shown from disney.I turned this off in 2 minutes, even my wife thought it was awful. The opening dialogue and acting was so bad and cringe it felt like I was watching a YouTube fan film.They need better/more experienced actors for this kind of content. Star Wars is supposed to be a AAA brand so why do they bother to bring out the C tier squad for these shows. Proper actors, with proper direction could make a big difference here.Unfortunately they aren't to blame, ultimately the fault is Disneys top level leadership. They have and will continue to drive the brand into the ground and when it's dead instead of accepting responsibility they will blame the ""toxic fanbase"".",3.0
" Doesn't disappoint in the bad way
",2024-06-12,"Here is episode 3. There are a lot of negative reviews regarding first two episodes that I am agree with and episode 3 does not disappoint either.We see now the sad story of those two twin girls. We are also introduced to the first European white male in this serie alongside the only European white woman of these ""inclusive"" cast serie. Well the woman died anyway in the first episode so now we see a flashback of their story that last the whole episode.Some hints are that their in vitro mothers are not far from the story of Darth Plagueis the wise. Ohh yes, between chanting and using the Force to push each others with ridiculous gestures, the surrogate mother reveals she carried the girls in a Mexican telenovela style...There is also a disgusting display of Jedi forcing their ways into families to get Force sensitive children.I tell you, Anakin would have my entire approval to wipe out this insane cult cause Jedi order or council is too much to say.Horrible writing, casting and story. Why would you do this with such good background coming from the old republic?Jedi are dressed like fairies with white capes ironed and the lightsaber is touched, ignited and shown every possible minute.., The Sith guy also ignites his lightsaber for no reason at all.It's by far the most ridiculous and useless story I have ever seen.",1.0
" Another Happy Landing
",2024-06-07,"The Acolyte starts as strong as only a modern era Star Wars can. Dead pan line reading opens into a fight scene, which while looking cool, feels off in the Star Wars franchise and it is almost as if it used to be part of another. The plot then unfolds into a compelling murder mystery that reveals who the killer is and who isn't in the first 10 minutes. Holmes and Poirot better take notes!After that the show puts science back into science fiction with a rare treat of some fire in outer space. This masterpiece scene is followed by some more line reading, exposition dumps and a plethora of contradicting lines and statements. As expected the pace considerably slows down from the opening minutes.All in all the pilot (twin) episode of The Acolyte barely takes off before crashing head on into the ground but it is fine. Everyone's mediocre fanfiction gets a 180 million show, everyone's wife gets hired and the fans as per tradition were branded as bigots before the show even aired.Another happy landing for Disney Star Wars.",3.0
" Disappointing Journey to the High Republic
",2024-06-12,"I waited for episode 3 to review this, to give it a proper chance, and unfortunately things only got worse. A blundering story that feels like a fanfiction, this largely flashback episode, episode three tacks lore into the world that doesn't really feel like it fits - even moreso than the previous additions where no effort was made to weave the ideas into the setting cohesively.While boasting good cinematography, makeup, costumes, and occasionally impressive special effects, this Star Wars series suffers from numerous issues that undermine its overall quality. The pacing is uneven, rushing through the setup and then slowing to a crawl with an extended flashback episode. Many of the action sequences feel choppy with too many cuts.The acting is largely mediocre, with most performances coming across as either phoned-in or overacted. A major bright spot is Lee Jung-jae as a compelling Jedi master who outshines the rest of the cast. However, the dialogue he and others have to deliver is often corny.Beyond the acting, there are jarring inconsistencies in the lore, action, and plot that pull you out of the experience. The attempt to reimagine the Force and Jedi as more martial artists than monastic guardians strips away some of the mystery. Additions like ""witches"" feel tonally inconsistent with the established Star Wars universe.While ambitious in trying to depict the High Republic era, the series lacks a clear creative vision. Rather than deepening the lore, it often comes across like a kitchen sink fantasy or fan fiction disconnected from the core themes, lore and tone of Star Wars as a setting. With some more experienced actors, tighter writing, and a firmer grasp of worldbuilding, it could have lived up to its potential. As is, it ends up feeling like a B-grade 80s/90s TV series or even a stage play rather than being actually immersive.",4.0
" The Epitaph
",2024-06-15,"It's well known that Disney is digging its own grave with their version of Star Wars, but by hiring a sci-fi-wise inexperienced director, Leslye Headland, they stubbornly and definitively decided to burn all bridges and drive off the cliff into the 'what rhymes with Snoke?' abyss.So here it is: a clunky, badly directed, bland snoozer that couldn't be a clearer sign not to tune in ever again. I'm not heavily into the Star Wars canon (you can check better sources on YouTube for that) - I grew up with the Original Trilogy in my pre-teen years, and I'm lucky for that as they will never be able to take that joy away from me with this underachieving crap.Watch it for laughs or steer clear, it doesn't matter much.",3.0
" Unwatchable
",2024-06-08,"I could not make it through the first episode. This series does not compliment the Star Wars legacy. It is boring and lacks good dialogue. It plays like a fan film of Star Wars than an actual Star Wars show. I loved what Disney did with shows like Obi Wan, The Mandalorian and The Book of Boba Fett, but The Acolyte falls short of being worthy of the name Star Wars. The show seems more concerned with showing diversity than giving us a good story with good dialogue. What good are diverse characters if they are made to look stupid? This was really a letdown for me being a life long Star Wars fan. This is not the way.",1.0
